OrganisationID;OrganisationCode;OrganisationType;SubType;Sector;OrganisationStatus;IsPimsManaged;OrganisationName;Address1;Address2;Address3;City;County;Postcode;Latitude;Longitude;ParentODSCode;ParentName;Phone;Email;Website;Fax;
6518170;DAM03;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;Billingham Grange Independent Hospital;High Grange Avenue;;;Billingham;Cleveland;TS23 3TY;54,6186828613;-1,2917538881;DAM;Barchester Healthcare Ltd;;;;;
6518171;DAM04;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;Forest Independent Hospital;Southwell Road West;;;Mansfield;Nottinghamshire;NG18 4XX;53,1361083984;-1,1689488888;DAM;Barchester Healthcare Ltd;;;;;
6518172;DAM05;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;South View - Hazeldene Independent Hospital;West Avenue;;;Billingham;Cleveland;TS23 1DA;54,5923042297;-1,2929852009;DAM;Barchester Healthcare Ltd;;;;;
6518173;DAM06;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Windermere House Independent Hospital;Birkdale Way;Newbridge Road;;Hull;Yorkshire(East Riding);HU9 2BH;53,7499389648;-0,3083252609;DAM;Barchester Healthcare Ltd;00000 000000;;;;
6518174;DAM07;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;Jasmine Court Independent Hospital;Paternoster Hill;;;Waltham Abbey;Essex;EN9 3JY;51,6911125183;1.9816931337118149E-2;DAM;Barchester Healthcare Ltd;;;;;
6518175;DAM08;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Castle Lodge Independent Hospital;Noddle Hill Way;Bransholme;;Hull;Yorkshire(East Riding);HU7 4FG;53,7886199951;-0,3070729375;DAM;Barchester Healthcare Ltd;00000 000000;;;;
6701616;DC808;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;Rye, Winchelsea & District Memorial Hospital;Peasmarsh Road;Rye Foreign;;Rye;East Sussex;TN31 7UD;50,9618988037;0,7311829329;DC8;Medical Imaging Partnership Ltd;;;;;
6701659;NDAJ0;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Livingstone Community Hospital - Virgin Care Adult Community Services;East Hill;;;Dartford;Kent;DA1 1SA;51,4422264099;0,2268123776;NDA;Virgin Care Services Ltd;01322 242222;;http://www.virgincare.co.uk/service-hub/north-kent-adults/;;
6701944;RMY90;Hospital;Mental Health Hospital;NHS Sector;Visible;TRUE;Peddars Centre, Hellesdon Hospital;;Drayton High Road;;;;NR6 5BE;52,6595306396;1,2508863211;RMY;Norfolk and Suffolk NHS Foundation Trust;;;;;
6701976;RMYNX;Hospital;Mental Health Hospital;NHS Sector;Visible;TRUE;Foxhall House, Ipswich;;St Clements Hospital;;;;IP3 8LS;52,0506134033;1,1926113367;RMY;Norfolk and Suffolk NHS Foundation Trust;;;;;
6795504;NT30A;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Spire Nottingham Hospital;Spire Nottingham Hospital;Tollerton Lane;Tollerton;Nottingham;Nottinghamshire;NG12 4GA;52,9184265137;-1,0866760015;NT3;Spire Healthcare;0115 937 7800;spirenottinghamoutpatientbookings@spirehealthcare.com;https://www.spirehealthcare.com/spire-nottingham-hospital/;0115 937 7826;
7071384;RXAG5;Hospital;Mental Health Hospital;NHS Sector;Visible;TRUE;Ancora House;;Countess of Chester Healthpark;Liverpool Road;Chester;Cheshire;CH2 1BQ;53,2115478516;-2,8988106251;RXA;Cheshire and Wirral Partnership NHS Foundation Trust;01244 397258;;http://www.mymind.org.uk/;;
7071523;RQ370;Hospital;Hospital;Independent Sector;Visible;FALSE;Birmingham Women's Hospital;Mindelsohn Way;Edgbaston;;Birmingham;West Midlands;B15 2TG;52,4532356262;-1,9428908825;RQ3;Birmingham Women's and Children's NHS Foundation Trust;;;;;
7353080;RGN90;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Hinchingbrooke Hospital;Hinchingbrooke Hospital;Hinchingbrooke Park;;Huntingdon;Cambridgeshire;PE29 6NT;52,3333511353;-0,2026640326;RGN;North West Anglia NHS Foundation Trust;01480 416416;;https://www.nwangliaft.nhs.uk/our-hospitals/hinchingbrooke-hospital/;;
7353197;RH8D6;Hospital;Hospital;NHS Sector;Visible;TRUE;Exeter Community Hospital;Whipton Hospital;Hospital Lane;;Exeter;Devon;EX1 3RB;50,7309837341;-3,4841406345;RH8;Royal Devon and Exeter NHS Foundation Trust;01392 405488;;https://royaldevon.nhs.uk/our-sites/exeter-community-hospital-whipton/;;
7560330;NVC0M;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;West Valley Hospital;Level 9, Interchange;81-85 Wellesley Road;;Croydon;Surrey;CR0 2RD;51,3801422119;-0,1003639102;NVC;Ramsay Healthcare UK Operations Limited;020 3946 0010;croydon.enquiries@ramsayhealth.co.uk;https://www.westvalleyhospital.co.uk/;;
7560656;RX38Q;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Redcar Primary Care Hospital;West Dyke Road;;;Redcar;Cleveland;TS10 4NW;54,6005821228;-1,0696914196;RX3;Tees, Esk and Wear Valleys NHS Foundation Trust;;;;;
7560659;NNFA7;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Goole & District Hospital;Woodland Avenue;;;Goole;North Humberside;DN14 6RX;53,7154655457;-0,8749167919;NNF;City Health Care Partnership Cic;01405 720720;;;;
7560729;NMJ25;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Cygnet Joyce Parker Hospital;;Lansdowne Street;;Coventry;West Midlands;CV2 4FN;52,4096069336;-1,4917676449;NMJ;Cygnet Health Care Limited;02475 100 150;enquiries@cygnethealth.co.uk;https://www.cygnethealth.co.uk/locations/cygnet-joyce-parker-hospital/;;
7560822;R1L10;Hospital;Hospital;Independent Sector;Visible;TRUE;Rochford Community Hospital;Union Lane;;;Rochford;Essex;SS4 1RB;51,5839538574;0,7027963996;R1L;Essex Partnership University NHS Foundation Trust;01702 538000;;;;
7658649;RTG50;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Sir Robert Peel Community Hospital;Plantation Lane;Mile Oak;;Tamworth;Staffordshire;B78 3NG;52,6206665039;-1,7238526344;RTG;University Hospital of Derby and Burton NHS Foundation Trust;01283 566 333;;https://www.uhdb.nhs.uk;;
7757945;R1L50;Hospital;Hospital;NHS Sector;Visible;TRUE;Thurrock Community Hospital;;Long Lane;;Grays;Essex;RM16 2PX;51,4963760376;0,3362110257;R1L;Essex Partnership University NHS Foundation Trust;0300 123 0808;;;;
7828754;RHQRC;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Ryegate Childrens Hospital;Tapton Crescent Road;;;Sheffield;South Yorkshire;S10 5DD;53,378288269;-1,5107997656;RHQ;Sheffield Teaching Hospitals NHS Foundation Trust;;;;;
7828769;RK5FK;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Ashfield Community Hospital;Portland Street;Kirkby-In-Ashfield;;Nottingham;Nottinghamshire;NG17 7AB;53,1009597778;-1,2466495037;RK5;Sherwood Forest Hospitals NHS Foundation Trust;;;;;
7828770;R1LCT;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Broomfield Hospital;Court Road;Broomfield;;Chelmsford;Essex;CM1 7ET;51,7746543884;0,4660079181;R1L;Essex Partnership University NHS Foundation Trust;01245 362000;;https://www.mse.nhs.uk/;;
7928376;REN22;Hospital;Hospital;Independent Sector;Visible;TRUE;Clatterbridge Cancer Centre - Liverpool;Clatterbridge Cancer Centre - Liverpool;65 Pembroke Place;;Liverpool;Merseyside;L8 7YA;53,389112;-2,95934;REN;The Clatterbridge Cancer Centre NHS Foundation Trust;0151 556 5000;;https://www.clatterbridgecc.nhs.uk/;;
8027649;DJ001;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;St Lukes Hospice (Harrow);Kenton Grange;Kenton Road;;Harrow;Middlesex;HA3 0YG;51,5867042542;-0,3002717197;DJ0;St Lukes Hospice (Harrow);;;;;
8028042;DJH01;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;The Royal Buckinghamshire Hospital Ltd;Buckingham Road;;;Aylesbury;Buckinghamshire;HP19 9AB;51,8207244873;-0,8159034252;DJH;The Royal Buckinghamshire Hospital Ltd;;;;;
8028120;NVC0R;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Tees Valley Hospital;Church Lane;Acklam;;Middlesbrough;Cleveland;TS5 7DX;54,5464324951;-1,2509884834;NVC;Ramsay Healthcare UK Operations Limited;01642 087333;;https://www.teesvalleyhospital.co.uk;;
8127678;RTH13;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Oxford City Community Hospital;The Fulbrook Centre;Churchill Hospital, Headley Way;Headington;Oxford;Oxfordshire;OX3 7JU;51,7496566772;-1,2141990662;RTH;Oxford University Hospitals NHS Foundation Trust;;;;;
8127909;DJQ1L;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Farnham Hospital & Centre For Health;Hale Road;;;Farnham;Surrey;GU9 9QL;51,2204933167;-0,7846275568;DJQ;Surrey Healthy Children And Families LLP;;;;;
8127917;DJQ1T;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;Dorking Hospital;Horsham Road;;;Dorking;Surrey;RH4 2AA;51,2257919312;-0,3329496086;DJQ;Surrey Healthy Children And Families LLP;;;;;
8228408;DKF01;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Manchester Private Hospital;New Court;Regents Place;Windsor Street;Salford;Greater Manchester;M5 4HB;53,4789772034;-2,2786836624;DKF;Manchester Private Clinic Ltd;1615078822;info@manchesterprivatehospital.co.uk;https://www.manchesterprivatehospital.uk;1615078828;
8228422;R0A02;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Manchester Royal Infirmary;Oxford Road;;;Manchester;Greater Manchester;M13 9WL;53,4616737366;-2,2248907089;R0A;Manchester University NHS Foundation Trust;0161 276 1234;;https://mft.nhs.uk/mri/;;
8228423;R0A03;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Royal Manchester Children's Hospital;Oxford Road;;;Manchester;Greater Manchester;M13 9WL;53,4604682922;-2,2244758606;R0A;Manchester University NHS Foundation Trust;0161 276 1234;;https://mft.nhs.uk/rmch/;;
8228424;R0A04;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Manchester Royal Eye Hospital;Oxford Road;;;Manchester;Greater Manchester;M13 9WL;53,4608879089;-2,2239823341;R0A;Manchester University NHS Foundation Trust;0161 276 1234;;https://mft.nhs.uk/royal-eye/;;
8228425;R0A05;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;St Mary's Hospital;Oxford Road;;;Manchester;Greater Manchester;M13 9WL;53,4611701965;-2,2238965034;R0A;Manchester University NHS Foundation Trust;0161 276 1234;;https://mft.nhs.uk/saint-marys/;;
8228427;R0A07;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Wythenshawe Hospital;Southmoor Road;Wythenshawe;;Manchester;Greater Manchester;M23 9LT;53,3888511658;-2,2918150425;R0A;Manchester University NHS Foundation Trust;1619987070;;https://mft.nhs.uk/wythenshawe/;;
8228428;R0A08;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Withington Community Hospital;Nell Lane;West Didsbury;;Manchester;Greater Manchester;M20 2LR;53,425201416;-2,2452168465;R0A;Manchester University NHS Foundation Trust;1614345555;;https://mft.nhs.uk/withington/;;
8228429;R0A09;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Trafford General Hospital;Moorside Road;Urmston;;Manchester;Greater Manchester;M41 5SL;53,4540672302;-2,3706829548;R0A;Manchester University NHS Foundation Trust;0161 748 4022;;https://mft.nhs.uk/trafford/;;
8228430;R0A10;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Altrincham Hospital;Railway Street;;;Altrincham;Cheshire;WA14 2RE;53,3851089478;-2,3512320518;R0A;Manchester University NHS Foundation Trust;0161 413 7700;;https://mft.nhs.uk/altrincham/;;
8228458;R0A33;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;University Dental Hospital;Higher Cambridge Street;;;Manchester;Greater Manchester;M15 6FH;53,4653663635;-2,2366378307;R0A;Manchester University NHS Foundation Trust;0161 393 7730;;https://mft.nhs.uk/dental/;;
8329532;NBGJ9;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;The Wilmslow Hospital;52 Alderley Road;;;Wilmslow;Cheshire;SK9 1NY;53,3246574402;-2,2348132133;NBG;Mediscan Diagnostics Services Limited;;;;;
8329604;RWG14;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;West Hertfordshire Hospitals Therapy Unit;Jacketts Field;;;Abbots Langley;Hertfordshire;WD5 0PA;51,7048301697;-0,4085744917;RWG;West Hertfordshire Teaching Hospitals NHS Trust;;;;;
8329710;AVQ03;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;One Hatfield Hospital;One Hatfield Hospital;3 Hatfield Avenue;;Hatfield;Hertfordshire;AL10 9UA;51,7707214355;-0,2363499552;AVQ;One Healthcare;01707 443333;hatfield.info@onehealthcare.co.uk;http://onehealthcare.co.uk/hatfield;;
8431103;NPG09;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;SpaMedica Eye Hospital Bolton;43 Churchgate;;;Bolton;Lancashire;BL1 1HU;53,5799331665;-2,4258077145;NPG;Spamedica;0330 058 4280;contact@spamedica.co.uk;https://www.spamedica.co.uk/;;
8532393;AXA02;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Royal London Hospital;Whitechapel;;;London;Greater London;E1 1BB;51,5190162659;-5.8118622750043869E-2;AXA;Tower Hamlets Gp Care Group CIC;;;;;
8634153;RGT2V;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Oxford University Hospitals;John Radcliffe Hospital;Headley Way;Headington;Oxford;Oxfordshire;OX3 9DU;51,7638626099;-1,2197775841;RGT;Cambridge University Hospitals NHS Foundation Trust;;;;;
8836829;DM801;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Weymouth Street Hospital;42-46 Weymouth Street;;;London;Greater London;W1G 6NP;51,5202178955;-0,1506795287;DM8;Phoenix Hospital Group;2070792100;;https://www.phoenixhospitalgroup.com/our-locations/weymouth-street-hospital/;;
8836833;RYW17;Hospital;Hospital;NHS Sector;Visible;TRUE;West Midlands Rehabilitation Centre;West Midlands Rehabilitation Centre;Oak Tree Lane;;Birmingham;West Midlands;B29 6JA;52,4363746643;-1,9388380051;RYW;Birmingham Community Healthcare NHS Foundation Trust;0121 466 6000;;http://www.bhamcommunity.nhs.uk/patients-public/rehabilitation/;;
8837168;NYW0A;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;Aspen Healthcare - Claremont Hospital;The Surgery @ Wheatbridge;30 Wheatbridge Road;;Chesterfield;Derbyshire;S40 2AB;53,2339439392;-1,4396049976;NYW;Aspen Healthcare Limited;;;;;
8837239;AXG05;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;Glenside Hospital;Warminster Road;South Newton;;Salisbury;Wiltshire;SP2 0QD;51,1072349548;-1,8760099411;AXG;Wiltshire Health & Care;;;;;
9040110;RHM0O;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Bournemouth Nuffield Hospital;67-71 Lansdowne Road;;;Bournemouth;Dorset;BH1 1RW;50,7297554016;-1,8697808981;RHM;University Hospital Southampton NHS Foundation Trust;;;;;
9242464;RTG54;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Samuel Johnson Community Hospital;Trent Valley Road;;;Lichfield;Staffordshire;WS13 6EF;52,6859397888;-1,8154557943;RTG;University Hospital of Derby and Burton NHS Foundation Trust;01283 566 333;;https://www.uhdb.nhs.uk;;
9445752;RRK97;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Heartlands Hospital;Bordesley Green East;Bordesley Green;;Birmingham;West Midlands;B9 5SS;52,4802207947;-1,8299510479;RRK;University Hospitals Birmingham NHS Foundation Trust;0121 424 2000;;https://www.uhb.nhs.uk;;
9445753;RRK98;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Good Hope Hospital;Rectory Road;;;Sutton Coldfield;West Midlands;B75 7RR;52,5673675537;-1,8120287657;RRK;University Hospitals Birmingham NHS Foundation Trust;0121 424 2000;;https://www.uhb.nhs.uk;;
9445754;RRK99;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Solihull Hospital;Lode Lane;;;Solihull;West Midlands;B91 2JL;52,4171257019;-1,7743508816;RRK;University Hospitals Birmingham NHS Foundation Trust;1214242000;;https://www.uhb.nhs.uk;;
9548866;RBAH4;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Wellesley Hospital;Westpark;Chelston;;Wellington;Somerset;TA21 9AD;50,9805641174;-3,2082276344;RBA;Taunton and Somerset NHS Foundation Trust;;;;;
9548973;RAX96;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Dorking Community Hospital;Horsham Road;;;Dorking;Surrey;RH4 2AA;51,2257919312;-0,3329496086;RAX;Kingston Hospital NHS Foundation Trust;;;;;
9653420;RDE05;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Felixstowe Hospital;Constable Road;;;Felixstowe;Suffolk;IP11 7HJ;51,9637641907;1,3559541702;RDE;East Suffolk and North Essex NHS Foundation Trust;01394 338410;;https://www.esneft.nhs.uk/your-visit/information-for-visitors/getting-here/felixstowe-hospital/;;
9653501;RCD4X;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Brompton House Day Hospital And Chidren's Development Centre;24 Brompton Road;;;Northallerton;North Yorkshire;DL6 1EA;54,3447494507;-1,4321774244;RCD;Harrogate and District NHS Foundation Trust;;;;;
9653502;RCD4Y;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Chapel Street Day Hospital;6 Chapel Street;;;Thirsk;North Yorkshire;YO7 1LU;54,2316818237;-1,3423755169;RCD;Harrogate and District NHS Foundation Trust;;;;;
9759044;NL50B;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;Eccleston Health Centre;Doctors Lane;Eccleston;;Chorley;Lancashire;PR7 5RA;53,6472549438;-2,7281498909;NL5;Ascenti;;;;;
9759163;DRH01;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;Kinvara Private Hospital;2 Clifton Lane;;;Rotherham;South Yorkshire;S65 2AJ;53,4280433655;-1,3462154865;DRH;Kinvara Private Hospital Ltd;;;;;
9759367;RRE4U;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;St Michael's Hospital;Trent Valley Road;;;Lichfield;Staffordshire;WS13 6EF;52,6859397888;-1,8154557943;RRE;Midlands Partnership NHS Foundation Trust;;;;;
9759368;RRE4Z;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;University Hospital Of North Staffs;Princes Road;;;Stoke-On-Trent;Staffordshire;ST4 7LN;53,0065231323;-2,1994607449;RRE;Midlands Partnership NHS Foundation Trust;;;;;
9759462;RREHI;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Airs -Bradwell Hospital;Talke Road;Chesterton;;Newcastle;Staffordshire;ST5 7NL;53,0415649414;-2,2420401573;RRE;Midlands Partnership NHS Foundation Trust;;;;;
9970086;NMJ26;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Cygnet Hospital Maidstone;Gidds Pond Way;;Weavering;Maidstone;Kent;ME14 5FT;51,2865486145;0,5567250252;NMJ;Cygnet Health Care Limited;01622 580330;enquiries@cygnethealth.co.uk;https://www.cygnethealth.co.uk/locations/cygnet-hospital-maidstone/;;
9970137;DE865;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;All Saints Hospital;All Saints Hospital;159 Grange Avenue;;Oldham;Lancashire;OL8 4EF;53,5285186768;-2,1274170876;DE8;Elysium Healthcare;;;;;
10075366;RWK4R;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Steppingley Hospital;Ampthill Road;Steppingley;;Bedford;Bedfordshire;MK45 1AB;52,0122871399;-0,5118123293;RWK;East London NHS Foundation Trust;;;;;
10075655;NMJ0G;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Cygnet Hospital Hexham;;Anick Road;;Hexham;Northumberland;NE46 4JR;54,978515625;-2,0866668224;NMJ;Cygnet Health Care Limited;01434 408660;enquiries@cygnethealth.co.uk;https://www.cygnethealth.co.uk/locations/cygnet-hospital-hexham/;;
10075656;NMJ0Y;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Cygnet Wast Hills;Wast hills Lane;Kings Norton;;Birmingham;West Midlands;B38 9ET;52,38463974;-1,9449183941;NMJ;Cygnet Health Care Limited;0121 458 2263;enquiries@cygnethealth.co.uk;https://www.cygnethealth.co.uk/locations/cygnet-wast-hills/;;
10075671;NMJ0J;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Hollyhurst;118 Woodland Road;;;Darlington;;DL3 9LN;54,5306282043;-1,5684741735;NMJ;Cygnet Health Care Limited;01325 252 002;enquiries@cygnethealth.co.uk;https://www.cygnethealth.co.uk/locations/hollyhurst/;;
10398515;DX102;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;The New Foscote Hospital (Ginsburg Yard);Ground Floor;Ginsburg Yard;;London;;NW3 1EW;51,5568389893;-0,1778585315;DX1;The New Foscote Hospital Ltd;;;;;
10512701;NNJ11;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Lutterworth Hospital;Gilmorton Road;;;Lutterworth;;LE17 4DZ;52,4578552246;-1,1977857351;NNJ;DHU Health Care CIC;0000 0000 000;dhu.patient-experience@nhs.net;http://www.dhuhealthcare.com;;
10512886;R0B01;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Sunderland Royal Hospital;Kayll Road;;;Sunderland;;SR4 7TP;54,9022102356;-1,4102978706;R0B;South Tyneside And Sunderland NHS Foundation Trust;;;;;
10565314;R0B1J;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Monkton Hall Hospital;Monkton Lane;Monkton Village;;Jarrow;;NE32 5NN;54,9666252136;-1,5012601614;R0B;South Tyneside And Sunderland NHS Foundation Trust;;;;;
10565355;NTX0B;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;One Health Group - Kinvara Hospital;Crantock House;Clifton Lane;;Rotherham;;S65 2AJ;53,4280433655;-1,3462154865;NTX;One Health Group;;;;;
10565381;RL130;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Spire Yale Hospital;Wrexham Technology Park;;;Wrexham;;LL13 7YP;53,0489768982;-3,014095068;RL1;Robert Jones and Agnes Hunt Orthopaedic and District Hospital NHS Trust;;;;;
10617466;RTH18;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;University Hospital Of Wales;C/O John Radcliffe Hospital;Headley Way;Headington;Oxford;;OX3 9DU;51,7638626099;-1,2197775841;RTH;Oxford University Hospitals NHS Foundation Trust;;;;;
10617482;RX3KI;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Foss Park Hospital;Haxby Road;;;York;;YO31 8TA;53,9765510559;-1,0773791075;RX3;Tees, Esk and Wear Valleys NHS Foundation Trust;;;;;
10617785;8A580;Hospital;Hospital;Independent Sector;Visible;TRUE;Ellern Mede Ridgeway;;Holcombe Hill, The Ridgway Mill Hill;;;;NW7 4HX;51,6234436035;-0,236807093;DN7;Ellern Mede Barnet;;;;;
10644150;NPQ03;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;Primary Care 24 - Kings Mill Hospital;Mansfield Road;;;Sutton-In-Ashfield;;NG17 4JL;53,1345558167;-1,233566165;NPQ;Primary Care 24;;;;;
10749492;DAY27;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;Stoneygate Eye Hospital;376 London Road;;;Leicester;;LE2 2PN;52,6132049561;-1,1025544405;DAY;Llr Patient Care Locally;;;;;
10775735;REMBB;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Royal Liverpool University Dental Hospital;Dental Hospital;Pembroke Place;;Liverpool;;L3 5PS;53,4089279175;-2,9670073986;REM;Liverpool University Hospitals NHS Foundation Trust;;;;;
10775992;RRVP5;Hospital;Hospital;NHS Sector;Visible;TRUE;Royal National ENT and Eastman Dental Hospitals;;47-49 Huntley St;;London;;WC1E 6DG;51,5216827393;-0,1335532069;RRV;University College London Hospitals NHS Foundation Trust;020 3456 2300;;https://www.uclh.nhs.uk/our-services/our-hospitals/royal-national-ent-and-eastman-dental-hospitals;;
10776494;NV30H;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;Circle Rehabilitation Birmingham;25 Pebble Mill Road;;;Birmingham;;B5 7TR;52,450466156;-1,9124947786;NV3;Circle Health;;;;;
10802821;RW40A;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Hartley Hospital;1B Curzon Road;;;Southport;Merseyside;PR8 6PL;53,640171051;-2,9835588932;RW4;Mersey Care NHS Foundation Trust;0151 473 0303;;https://www.merseycare.nhs.uk/our-services/our-sites/southport-and-formby/hartley-hospital;;
10802841;GAP01;Hospital;UNKNOWN;NHS Sector;Visible;FALSE;St Jude's Women's Hospital (HQ);263 Penn Road;;;Wolverhampton;;WV4 5SF;52,5648002625;-2,1471276283;GAP;St Jude's Women's Hospital;;;;;
10802905;RYX94;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Langley House Community Hospital;698 St. Albans Road;;;Watford;;WD25 9FG;51,6836509705;-0,3911916912;RYX;Central London Community Healthcare NHS Trust;;;;;
10829228;GC401;Hospital;UNKNOWN;NHS Sector;Visible;TRUE;Aset Hospital;1 Sandstone Drive;Whiston;;Liverpool;Merseyside;L35 7LS;53,4254264832;-2,7795975208;GC4;Aset Hospital Hassan Shaaban Limited;0151 4264777;enquiries@asethospital.co.uk;http://www.asethospital.co.uk;;
10855530;RNNBX;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;West Cumberland Hospital;Homewood;Hensingham;;Whitehaven;Cumbria;CA28 8JG;54,5300559998;-3,5625827312;RNN;North Cumbria Integrated Care NHS Foundation Trust;;;;;
10855536;RNN62;Hospital;UNKNOWN;Independent Sector;Visible;TRUE;Cumberland Infirmary;Newtown Road;;;Carlisle;Cumbria;CA2 7HY;54,8965034485;-2,9577770233;RNN;North Cumbria Integrated Care NHS Foundation Trust;;;;;
10855561;RJR59;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Highfield Hospital;Highfield Road;;;Widnes;;WA8 7DJ;53,3740577698;-2,735519886;RJR;Countess Of Chester Hospital NHS Foundation Trust;;;;;
10880391;TP9FD;Hospital;Hospital;Independent Sector;Visible;TRUE;Community Eyecare Cataract and Surgical Centre Watford;;Intu Centre Watford, Lower Mall, Queens Road;Lower Mall, Queens Road;Watford;Hertfordshire;WD17 2UB;51,6541175842;-0,3928447962;AAV;Community Health And Eyecare Limited;08000 151321;;http://communityeyecare.uk;;
10880393;TP97Y;Hospital;Hospital;Independent Sector;Visible;TRUE;Community Eyecare Cataract and Surgical Centre Stoke;;Parklands Suite 2;1 Lyme Drive;Stoke-on-trent;Staffordshire;ST4 6NW;52,9968910217;-2,2119765282;AAV;Community Health And Eyecare Limited;0800 015 1321;;https://communityeyecare.uk;;
10880408;RX40B;Hospital;Mental Health Hospital;NHS Sector;Visible;TRUE;Carleton Clinic;;Cumwhinton Drive;;Carlisle;Cumbria;CA1 3SX;54,8749313354;-2,8837220669;RX4;Cumbria Northumberland Tyne and Wear NHS Foundation Trust;01228 602000;;http://www.cntw.nhs.uk;;
10917648;NN804;Hospital;Hospital;Independent Sector;Visible;TRUE;Spencer Private Hospitals, Canterbury;;Kent & Canterbury Hospital;;Canterbury;Kent;CT1 3NG;51,2665863037;1,0870975256;NN8;East Kent Medical Services Ltd;01227 206 700;enquiries@spencerhospitals.com;https://www.spencerprivatehospitals.com/;;
10921185;TAJ82;Hospital;UNKNOWN;Independent Sector;Visible;FALSE;Bloxwich Hospital;Reeves Street;;;Walsall;;WS3 2JJ;52,6137542725;-2,0048308372;TAJ;Black Country Healthcare NHS Foundation Trust;;;;;
